V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20
14.11299126,7.789331509,2.457355963,9.177845049,1.955563595,3.946255666,3.458289113,9.068450041,1.974354246,16.05092174,3.110264011,2.68792096,2.124944944,3.538886419,5.072937161,6.500704365,2.617590685,8.038799559,3.695860136,7.067336654
11.42609473,2.313371291,9.837381107,0.600896515,5.080765983,1.992123719,6.577580281,5.635775396,6.022538648,0.890332202,7.275978029,6.181046144,5.402574057,1.930456439,5.130315588,6.340966428,6.101440344,1.748946485,7.727812986,19.34777023
3.214819187,2.673462878,7.351023833,5.912776532,6.260978218,1.71100486,3.996588687,11.45481099,5.286410888,7.407235183,5.537884292,9.172532347,4.288737054,3.494851534,3.383792104,5.725288382,14.2618212,5.700230971,9.695461932,3.372811875
0.438827483,2.32160304,1.31797849,6.026310923,8.882722767,12.07908499,1.488933952,7.195175963,6.358713878,11.52917727,9.19392384,3.741126092,3.537009428,5.461871275,3.419199126,1.665656035,3.711142032,6.778769423,0.812387874,24.26672799
1.540996676,5.667605761,1.45842524,5.770054779,3.601823048,6.943524258,5.626875267,25.00090515,1.477267336,5.336099099,8.946086926,12.55297349,2.093402527,13.31302018,1.518316759,5.008465692,5.48551592,5.497235174,11.26263493,5.751731919
14.98836315,9.451555524,6.164102263,6.311592639,16.16485143,7.453202315,7.419094411,2.943016861,9.32504545,1.833152573,12.87896133,2.433251192,9.913909915,3.06188071,7.377447181,1.320740931,5.176558205,1.688284458,5.26167803,4.607102423
6.830663176,9.782155008,7.704253864,2.842951179,3.483069087,5.497061398,4.303133057,10.43383154,4.491980732,2.696986852,13.3590175,8.666413837,2.368177108,3.726238608,7.648426946,4.812960189,6.882098086,5.010327429,5.221142679,5.52155984
3.508049189,4.522988193,2.792011193,1.439197536,7.976994731,1.089081191,6.30715973,1.08772512,21.14256174,3.947704936,12.42552575,13.35640393,11.16163682,8.381058023,2.289127436,7.47360986,5.209103493,1.305228418,4.996465699,2.233801582
3.950046917,4.452110817,9.78573159,2.754278244,5.560034181,17.67540513,2.618887497,1.537980095,1.996115126,10.70472257,8.993138306,24.21521995,1.479148164,7.032883898,8.119396718,2.637544332,10.38417598,5.814177867,6.722224912,3.586494516
2.244745575,2.490605589,25.49744514,3.789879732,2.38435998,2.360400826,5.007671117,1.422807294,2.633639404,6.339373695,2.763618373,2.388091945,3.200483625,4.461785896,2.05262318,3.56759215,8.261579544,3.023467758,3.304963323,7.041548748
4.769161824,1.15314216,1.725323842,5.095891187,12.09723046,9.422757635,4.509230848,3.639810603,12.39808358,2.469773497,8.893932268,6.82846224,6.370811731,4.267208388,2.834000441,8.438870659,7.208164031,1.840876448,4.573416598,3.218290486
6.572661982,5.982552753,1.545208367,3.998419254,2.841764681,11.29704106,3.159717447,14.67686606,0.725685096,3.752795924,9.699052494,9.43652515,7.335101142,22.4513653,2.236522627,9.293821447,1.027332879,6.793894157,1.5783749,7.303243781
4.823228657,11.22468993,5.491617222,2.749826433,1.269834989,11.37611003,3.749759315,5.538383181,1.561048138,2.925382799,3.413051383,1.978263193,7.912562696,3.74889027,2.420946444,4.258155384,2.277154498,5.356535601,2.210927074,2.861132503
4.433232607,9.747435533,3.828108333,0.735129013,2.972753187,24.65850814,2.853085589,4.632204612,4.781533963,4.598764568,7.753023753,2.069466025,2.700550423,1.925416812,2.246435178,1.676539266,3.593018604,5.858444906,3.077861745,9.567689541
20.09109952,1.307607558,8.465610929,1.443850836,4.705931238,4.518870336,6.516948015,7.783101903,5.174169682,3.661201216,7.108755358,5.047760003,6.179712713,1.518309479,13.34964892,2.629507937,9.023346423,4.726226469,4.816323827,1.786678086
5.266074939,6.851301604,11.70698314,4.143676665,4.296398242,17.24082229,3.598124373,5.756062952,1.392366844,5.316379003,1.956927846,8.226015579,2.633992825,5.993792083,5.050565685,12.97239642,16.72233194,8.267726735,1.512790373,17.27934854
4.729698921,3.129564699,14.82090019,6.711677282,18.55546991,2.858353869,3.903991717,5.629319527,12.52852183,5.588101608,3.730121028,4.994443163,7.303233589,3.225237456,6.315806955,3.750917262,9.420148916,7.215314451,7.578609082,5.161710308
1.972702054,2.444267311,4.275423442,8.113787603,5.063592181,1.586952007,7.900884142,1.165885609,3.292876151,6.600235023,5.442499535,2.198993737,4.896628541,6.491200899,3.795883727,9.466303455,4.011351443,4.834068794,5.677311337,7.934356103
1.847082404,3.361587885,2.474708422,1.727931121,1.644795966,2.276003145,10.12752737,5.395737807,5.634728694,3.864139088,14.07176786,2.704503348,12.541988,3.023669945,3.719292314,6.252235992,17.32153477,3.325929054,2.920131991,2.926943038
0.996594714,6.953963601,4.693367464,6.550116524,2.73506653,2.614625572,4.369497324,1.265157849,5.304096213,11.29370641,4.419232374,8.706885037,4.234794721,6.549165399,3.495734266,5.009203157,2.137062294,11.93385501,4.750531461,4.900060195
9.070282572,6.314400374,1.822865458,10.55085539,1.04614973,2.355736735,1.775513032,4.326840199,4.806699611,10.22849614,2.680628222,5.556100082,4.12230559,7.437028285,3.850750762,2.292353939,4.767076312,2.179716119,3.090007951,1.596485981
7.076901369,2.368943833,5.958021043,4.533670808,9.244436371,2.339891633,7.734708251,4.625420527,11.16484724,2.456469765,20.91132807,10.85183997,4.759066254,4.614076505,4.721987477,6.774400061,7.109331927,4.684517237,5.365109417,3.845722829
3.986343602,8.316437094,3.814461882,6.988589882,5.350242389,6.788394384,7.619078188,6.676113294,7.509975506,3.55931942,5.967519873,2.241928284,3.200319937,3.114911517,6.688470794,3.319266795,5.223393418,1.194134395,2.30891678,1.571084007
1.694821688,9.623621325,7.124084434,13.27114929,1.148036591,2.686368746,1.394232546,3.254878336,14.73916779,6.050939705,2.843750539,2.630862187,4.166078465,6.921069533,4.629692673,7.451295908,4.590886174,3.911311397,6.148933973,2.149912776
5.771386188,6.358427322,2.816962061,5.844421653,4.807464805,9.764607415,3.406962573,7.080631479,2.380321319,9.013788893,7.686137212,6.387689092,5.858166847,8.537028368,4.643449925,10.23469186,7.261450482,9.315441271,2.957439725,5.260040967
10.17869621,8.012050317,6.006690398,2.152753634,5.794036043,6.703402791,10.32203636,3.734961411,4.837999386,6.728559435,9.149126594,4.397585069,4.237307961,2.841888958,3.762643557,5.796644192,10.72672235,17.13123287,6.799829694,6.352192653
2.63799556,6.989493578,2.262732811,3.735807067,2.906546358,6.127718196,4.707021321,21.27414986,7.076084698,3.595664192,3.296433734,4.87287696,13.26966518,4.424172194,8.279476891,7.571641725,18.6027128,7.314368618,5.042888234,5.098957793
7.53622927,12.68767065,1.539072197,3.909984651,4.739470359,11.92346857,5.715087341,1.049250637,4.54625078,2.964868189,1.890778401,2.898627837,2.321240341,1.911107468,5.859875683,3.273911281,10.23188581,1.909543838,9.278526024,1.078489514
